threshold,tp,fp,fn,tn,precision,recall,branch_rate,validation_objective
0.05,864,319,1,816,0.7303465765004227,0.9988439306358381,0.5915,0.7725288425301112
0.075,864,305,1,830,0.739093242087254,0.9988439306358381,0.5845,0.7815132037635915
0.1,863,296,2,839,0.7446074201898188,0.9976878612716763,0.5795,0.7861577951923812
0.125,855,283,10,852,0.7513181019332161,0.9884393063583815,0.569,0.7854518614244609
0.15,852,272,13,863,0.7580071174377224,0.9849710982658959,0.562,0.7891177943011383
0.175,851,262,14,873,0.7646001796945193,0.9838150289017341,0.5565,0.7944041258180337
0.2,849,258,16,877,0.7669376693766937,0.9815028901734104,0.5535,0.7947089474421328
0.22499999999999998,846,251,19,884,0.7711941659070192,0.9780346820809248,0.5485,0.7958079199663873
0.25,844,244,21,891,0.7757352941176471,0.9757225433526011,0.544,0.7980379618548038
0.27499999999999997,843,239,22,896,0.7791127541589649,0.9745664739884393,0.541,0.8001155929311706
0.3,842,232,23,903,0.7839851024208566,0.9734104046242774,0.537,0.8034767041837487
0.32499999999999996,834,229,31,906,0.7845719661335842,0.9641618497109826,0.5315,0.7963533695347711
0.35,827,223,38,912,0.7876190476190477,0.9560693641618497,0.525,0.7922863245142727
0.37499999999999994,822,216,43,919,0.791907514450867,0.9502890173410404,0.519,0.7911231583102034
0.39999999999999997,821,208,44,927,0.7978620019436345,0.9491329479768786,0.5145,0.7951260096508874
0.42499999999999993,817,198,48,937,0.8049261083743843,0.9445086705202312,0.5075,0.7970191330752973
0.44999999999999996,816,191,49,944,0.8103277060575969,0.9433526011560693,0.5035,0.8003802443278756
0.475,809,184,56,951,0.8147029204431017,0.9352601156069364,0.4965,0.7969549393954827
0.49999999999999994,802,171,63,964,0.8242548818088387,0.9271676300578034,0.4865,0.7973800749917241
0.525,793,162,72,973,0.8303664921465969,0.9167630057803469,0.4775,0.7929761115072191
0.5499999999999999,784,156,81,979,0.8340425531914893,0.9063583815028902,0.47,0.7866469277583968
0.575,772,145,93,990,0.8418756815703381,0.892485549132948,0.4585,0.7801332363576176
0.6,757,139,108,996,0.8448660714285714,0.8751445086705202,0.448,0.7670176364238241
0.625,744,136,121,999,0.8454545454545455,0.8601156069364162,0.44,0.7542389549540374
0.65,720,123,145,1012,0.8540925266903915,0.8323699421965318,0.4215,0.7354359113595275
0.675,700,111,165,1024,0.8631319358816276,0.8092485549132948,0.4055,0.7205154051335592
0.7,684,97,181,1038,0.8758002560819462,0.7907514450867053,0.3905,0.7114026565404498
0.725,667,89,198,1046,0.8822751322751323,0.7710982658959538,0.378,0.697308398054544
0.75,645,76,220,1059,0.8945908460471568,0.7456647398843931,0.3605,0.6807674931883578
0.775,619,68,246,1067,0.901018922852984,0.715606936416185,0.3435,0.6564936104249955
0.7999999999999999,595,54,270,1081,0.9167950693374423,0.6878612716763006,0.3245,0.6383323069185913
0.825,558,48,307,1087,0.9207920792079208,0.6450867052023121,0.303,0.6003331809732373
0.85,508,38,357,1097,0.9304029304029304,0.5872832369942197,0.273,0.550197113646202
0.875,442,34,423,1101,0.9285714285714286,0.5109826589595375,0.238,0.4781134959639428
0.9,384,28,481,1107,0.9320388349514563,0.4439306358381503,0.206,0.41636191337118994
0.9249999999999999,283,16,582,1119,0.9464882943143813,0.32716763005780347,0.1495,0.3098247886481118
0.95,203,8,662,1127,0.9620853080568721,0.23468208092485549,0.1055,0.22447316022000965
