policy_name,dataset_name,budget,num_workups,top1_count,top1,top3_count,top3,top5_count,top5,wins_vs_current,regressions_vs_current,changed_predictions,mean_questions,candidate_pool_recall
oof_logistic_balanced,ALL,-1,900,729,0.81,770,0.8555555555555555,787,0.8744444444444445,16,2,53,5.4655555555555555,0.8988888888888888
oof_logistic_balanced,ddxplus,5,100,72,0.72,79,0.79,83,0.83,1,1,8,4.42,0.87
oof_logistic_balanced,ddxplus,10,100,79,0.79,84,0.84,87,0.87,1,0,7,7.63,0.9
oof_logistic_balanced,ddxplus,15,100,80,0.8,85,0.85,88,0.88,1,0,11,9.69,0.9
oof_logistic_balanced,icraft_md,5,100,93,0.93,100,1.0,100,1.0,0,0,0,3.1,1.0
oof_logistic_balanced,icraft_md,10,100,94,0.94,100,1.0,100,1.0,0,0,0,4.18,1.0
oof_logistic_balanced,icraft_md,15,100,93,0.93,99,0.99,100,1.0,0,0,0,5.24,1.0
oof_logistic_balanced,rarebench,5,100,73,0.73,75,0.75,78,0.78,4,1,9,3.52,0.82
oof_logistic_balanced,rarebench,10,100,74,0.74,74,0.74,75,0.75,5,0,7,5.18,0.79
oof_logistic_balanced,rarebench,15,100,71,0.71,74,0.74,76,0.76,4,0,11,6.23,0.81
oof_hgb_diagnostic,ALL,-1,900,721,0.8011111111111111,778,0.8644444444444445,795,0.8833333333333333,12,6,45,5.4655555555555555,0.8988888888888888
oof_hgb_diagnostic,ddxplus,5,100,73,0.73,80,0.8,85,0.85,1,0,5,4.42,0.87
oof_hgb_diagnostic,ddxplus,10,100,76,0.76,83,0.83,87,0.87,0,2,9,7.63,0.9
oof_hgb_diagnostic,ddxplus,15,100,79,0.79,84,0.84,87,0.87,1,1,9,9.69,0.9
oof_hgb_diagnostic,icraft_md,5,100,93,0.93,100,1.0,100,1.0,0,0,0,3.1,1.0
oof_hgb_diagnostic,icraft_md,10,100,94,0.94,100,1.0,100,1.0,0,0,0,4.18,1.0
oof_hgb_diagnostic,icraft_md,15,100,93,0.93,99,0.99,100,1.0,0,0,0,5.24,1.0
oof_hgb_diagnostic,rarebench,5,100,71,0.71,77,0.77,80,0.8,2,1,7,3.52,0.82
oof_hgb_diagnostic,rarebench,10,100,71,0.71,77,0.77,77,0.77,4,2,6,5.18,0.79
oof_hgb_diagnostic,rarebench,15,100,71,0.71,78,0.78,79,0.79,4,0,9,6.23,0.81
oof_extra_trees_diagnostic,ALL,-1,900,721,0.8011111111111111,774,0.86,787,0.8744444444444445,7,1,28,5.4655555555555555,0.8988888888888888
oof_extra_trees_diagnostic,ddxplus,5,100,73,0.73,77,0.77,82,0.82,1,0,1,4.42,0.87
oof_extra_trees_diagnostic,ddxplus,10,100,78,0.78,84,0.84,87,0.87,0,0,3,7.63,0.9
oof_extra_trees_diagnostic,ddxplus,15,100,79,0.79,86,0.86,88,0.88,0,0,9,9.69,0.9
oof_extra_trees_diagnostic,icraft_md,5,100,93,0.93,100,1.0,100,1.0,0,0,0,3.1,1.0
oof_extra_trees_diagnostic,icraft_md,10,100,94,0.94,100,1.0,100,1.0,0,0,0,4.18,1.0
oof_extra_trees_diagnostic,icraft_md,15,100,93,0.93,99,0.99,100,1.0,0,0,0,5.24,1.0
oof_extra_trees_diagnostic,rarebench,5,100,70,0.7,78,0.78,78,0.78,1,1,5,3.52,0.82
oof_extra_trees_diagnostic,rarebench,10,100,72,0.72,74,0.74,75,0.75,3,0,3,5.18,0.79
oof_extra_trees_diagnostic,rarebench,15,100,69,0.69,76,0.76,77,0.77,2,0,7,6.23,0.81
