min_probability_margin_vs_current,min_top_probability,min_independent_signal_delta_vs_current,min_source_weighted_delta_vs_current,top1_count,top1,wins_vs_current,regressions_vs_current,changed_predictions
0.0,0.0,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.0,0.05,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.0,0.08,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.0,0.1,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.0,0.12,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.0,0.15,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.005,0.0,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.005,0.05,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.005,0.08,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.005,0.1,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.005,0.12,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.005,0.15,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.01,0.0,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.01,0.05,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.01,0.08,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.01,0.1,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.01,0.12,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.01,0.15,-1.0,-999.0,78,0.8666666666666667,5,0,7
0.0,0.0,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.0,0.05,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.0,0.08,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.0,0.1,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.0,0.12,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.0,0.15,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.005,0.0,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.005,0.05,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.005,0.08,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.005,0.1,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.005,0.12,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.005,0.15,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.01,0.0,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.01,0.05,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.01,0.08,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.01,0.1,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.01,0.12,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.01,0.15,-99.0,-999.0,78,0.8666666666666667,5,0,8
0.03,0.0,-1.0,-999.0,77,0.8555555555555555,4,0,5
0.03,0.05,-1.0,-999.0,77,0.8555555555555555,4,0,5
0.03,0.08,-1.0,-999.0,77,0.8555555555555555,4,0,5
0.03,0.1,-1.0,-999.0,77,0.8555555555555555,4,0,5
0.03,0.12,-1.0,-999.0,77,0.8555555555555555,4,0,5
0.03,0.15,-1.0,-999.0,77,0.8555555555555555,4,0,5
0.0,0.2,-1.0,-999.0,77,0.8555555555555555,4,0,6
0.0,0.25,-99.0,-999.0,77,0.8555555555555555,4,0,6
0.0,0.25,-1.0,-999.0,77,0.8555555555555555,4,0,6
0.005,0.2,-1.0,-999.0,77,0.8555555555555555,4,0,6
0.005,0.25,-99.0,-999.0,77,0.8555555555555555,4,0,6
0.005,0.25,-1.0,-999.0,77,0.8555555555555555,4,0,6
0.01,0.2,-1.0,-999.0,77,0.8555555555555555,4,0,6
0.01,0.25,-99.0,-999.0,77,0.8555555555555555,4,0,6
0.01,0.25,-1.0,-999.0,77,0.8555555555555555,4,0,6
0.02,0.0,-1.0,-999.0,77,0.8555555555555555,4,0,6
0.02,0.05,-1.0,-999.0,77,0.8555555555555555,4,0,6
0.02,0.08,-1.0,-999.0,77,0.8555555555555555,4,0,6
0.02,0.1,-1.0,-999.0,77,0.8555555555555555,4,0,6
0.02,0.12,-1.0,-999.0,77,0.8555555555555555,4,0,6
0.02,0.15,-1.0,-999.0,77,0.8555555555555555,4,0,6
0.03,0.0,-99.0,-999.0,77,0.8555555555555555,4,0,6
0.03,0.05,-99.0,-999.0,77,0.8555555555555555,4,0,6
0.03,0.08,-99.0,-999.0,77,0.8555555555555555,4,0,6
0.03,0.1,-99.0,-999.0,77,0.8555555555555555,4,0,6
0.03,0.12,-99.0,-999.0,77,0.8555555555555555,4,0,6
0.03,0.15,-99.0,-999.0,77,0.8555555555555555,4,0,6
0.0,0.2,-99.0,-999.0,77,0.8555555555555555,4,0,7
0.005,0.2,-99.0,-999.0,77,0.8555555555555555,4,0,7
0.01,0.2,-99.0,-999.0,77,0.8555555555555555,4,0,7
0.02,0.0,-99.0,-999.0,77,0.8555555555555555,4,0,7
0.02,0.05,-99.0,-999.0,77,0.8555555555555555,4,0,7
0.02,0.08,-99.0,-999.0,77,0.8555555555555555,4,0,7
0.02,0.1,-99.0,-999.0,77,0.8555555555555555,4,0,7
0.02,0.12,-99.0,-999.0,77,0.8555555555555555,4,0,7
0.02,0.15,-99.0,-999.0,77,0.8555555555555555,4,0,7
0.0,0.0,0.0,-999.0,76,0.8444444444444444,3,0,4
0.0,0.05,0.0,-999.0,76,0.8444444444444444,3,0,4
0.0,0.08,0.0,-999.0,76,0.8444444444444444,3,0,4
0.0,0.1,0.0,-999.0,76,0.8444444444444444,3,0,4
0.0,0.12,0.0,-999.0,76,0.8444444444444444,3,0,4
0.0,0.15,0.0,-999.0,76,0.8444444444444444,3,0,4
0.0,0.2,0.0,-999.0,76,0.8444444444444444,3,0,4
0.0,0.25,0.0,-999.0,76,0.8444444444444444,3,0,4
0.005,0.0,0.0,-999.0,76,0.8444444444444444,3,0,4
0.005,0.05,0.0,-999.0,76,0.8444444444444444,3,0,4
0.005,0.08,0.0,-999.0,76,0.8444444444444444,3,0,4
0.005,0.1,0.0,-999.0,76,0.8444444444444444,3,0,4
0.005,0.12,0.0,-999.0,76,0.8444444444444444,3,0,4
0.005,0.15,0.0,-999.0,76,0.8444444444444444,3,0,4
0.005,0.2,0.0,-999.0,76,0.8444444444444444,3,0,4
0.005,0.25,0.0,-999.0,76,0.8444444444444444,3,0,4
0.01,0.0,0.0,-999.0,76,0.8444444444444444,3,0,4
0.01,0.05,0.0,-999.0,76,0.8444444444444444,3,0,4
0.01,0.08,0.0,-999.0,76,0.8444444444444444,3,0,4
0.01,0.1,0.0,-999.0,76,0.8444444444444444,3,0,4
0.01,0.12,0.0,-999.0,76,0.8444444444444444,3,0,4
0.01,0.15,0.0,-999.0,76,0.8444444444444444,3,0,4
0.01,0.2,0.0,-999.0,76,0.8444444444444444,3,0,4
0.01,0.25,0.0,-999.0,76,0.8444444444444444,3,0,4
0.03,0.2,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.03,0.25,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.03,0.25,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.03,0.3,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.03,0.3,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.05,0.0,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.05,0.0,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.05,0.05,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.05,0.05,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.05,0.08,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.05,0.08,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.05,0.1,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.05,0.1,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.05,0.12,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.05,0.12,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.05,0.15,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.05,0.15,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.08,0.0,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.08,0.0,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.08,0.05,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.08,0.05,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.08,0.08,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.08,0.08,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.08,0.1,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.08,0.1,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.08,0.12,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.08,0.12,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.08,0.15,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.08,0.15,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.1,0.0,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.1,0.0,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.1,0.05,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.1,0.05,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.1,0.08,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.1,0.08,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.1,0.1,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.1,0.1,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.1,0.12,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.1,0.12,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.1,0.15,-99.0,-999.0,76,0.8444444444444444,3,0,4
0.1,0.15,-1.0,-999.0,76,0.8444444444444444,3,0,4
0.0,0.3,-99.0,-999.0,76,0.8444444444444444,3,0,5
0.0,0.3,-1.0,-999.0,76,0.8444444444444444,3,0,5
0.005,0.3,-99.0,-999.0,76,0.8444444444444444,3,0,5
0.005,0.3,-1.0,-999.0,76,0.8444444444444444,3,0,5
0.01,0.3,-99.0,-999.0,76,0.8444444444444444,3,0,5
0.01,0.3,-1.0,-999.0,76,0.8444444444444444,3,0,5
0.02,0.2,-1.0,-999.0,76,0.8444444444444444,3,0,5
0.02,0.25,-99.0,-999.0,76,0.8444444444444444,3,0,5
0.02,0.25,-1.0,-999.0,76,0.8444444444444444,3,0,5
0.02,0.3,-99.0,-999.0,76,0.8444444444444444,3,0,5
0.02,0.3,-1.0,-999.0,76,0.8444444444444444,3,0,5
0.03,0.2,-99.0,-999.0,76,0.8444444444444444,3,0,5
0.02,0.2,-99.0,-999.0,76,0.8444444444444444,3,0,6
0.0,0.0,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.0,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.0,0.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.0,1.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.0,1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.05,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.05,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.05,0.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.05,1.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.05,1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.08,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.08,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.08,0.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.08,1.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.08,1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.1,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.1,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.1,0.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.1,1.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.1,1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.12,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.12,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.12,0.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.12,1.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.12,1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.15,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.15,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.15,0.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.15,1.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.15,1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.2,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.2,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.2,0.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.2,1.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.2,1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.25,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.25,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.25,0.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.25,1.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.25,1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.3,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.3,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.3,0.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.3,1.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.3,1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.4,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.4,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.4,0.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.4,0.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.4,1.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.4,1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.5,-99.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.5,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.5,-1.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.5,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.5,0.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.5,0.0,-1.0,75,0.8333333333333334,2,0,2
0.0,0.5,1.0,-999.0,75,0.8333333333333334,2,0,2
0.0,0.5,1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.0,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.0,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.0,0.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.0,1.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.0,1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.05,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.05,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.05,0.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.05,1.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.05,1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.08,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.08,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.08,0.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.08,1.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.08,1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.1,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.1,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.1,0.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.1,1.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.1,1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.12,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.12,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.12,0.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.12,1.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.12,1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.15,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.15,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.15,0.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.15,1.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.15,1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.2,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.2,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.2,0.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.2,1.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.2,1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.25,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.25,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.25,0.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.25,1.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.25,1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.3,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.3,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.3,0.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.3,1.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.3,1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.4,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.4,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.4,0.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.4,0.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.4,1.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.4,1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.5,-99.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.5,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.5,-1.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.5,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.5,0.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.5,0.0,-1.0,75,0.8333333333333334,2,0,2
0.005,0.5,1.0,-999.0,75,0.8333333333333334,2,0,2
0.005,0.5,1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.0,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.0,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.0,0.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.0,1.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.0,1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.05,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.05,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.05,0.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.05,1.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.05,1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.08,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.08,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.08,0.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.08,1.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.08,1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.1,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.1,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.1,0.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.1,1.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.1,1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.12,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.12,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.12,0.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.12,1.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.12,1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.15,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.15,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.15,0.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.15,1.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.15,1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.2,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.2,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.2,0.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.2,1.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.2,1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.25,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.25,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.25,0.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.25,1.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.25,1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.3,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.3,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.3,0.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.3,1.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.3,1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.4,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.4,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.4,0.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.4,0.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.4,1.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.4,1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.5,-99.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.5,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.5,-1.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.5,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.5,0.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.5,0.0,-1.0,75,0.8333333333333334,2,0,2
0.01,0.5,1.0,-999.0,75,0.8333333333333334,2,0,2
0.01,0.5,1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.0,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.0,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.0,0.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.0,1.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.0,1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.05,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.05,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.05,0.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.05,1.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.05,1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.08,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.08,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.08,0.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.08,1.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.08,1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.1,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.1,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.1,0.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.1,1.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.1,1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.12,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.12,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.12,0.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.12,1.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.12,1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.15,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.15,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.15,0.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.15,1.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.15,1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.2,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.2,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.2,0.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.2,1.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.2,1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.25,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.25,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.25,0.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.25,1.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.25,1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.3,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.3,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.3,0.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.3,1.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.3,1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.4,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.4,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.4,0.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.4,0.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.4,1.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.4,1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.5,-99.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.5,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.5,-1.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.5,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.5,0.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.5,0.0,-1.0,75,0.8333333333333334,2,0,2
0.02,0.5,1.0,-999.0,75,0.8333333333333334,2,0,2
0.02,0.5,1.0,-1.0,75,0.8333333333333334,2,0,2
0.03,0.0,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.03,0.0,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.03,0.0,0.0,-1.0,75,0.8333333333333334,2,0,2
0.03,0.0,1.0,-999.0,75,0.8333333333333334,2,0,2
0.03,0.0,1.0,-1.0,75,0.8333333333333334,2,0,2
0.03,0.05,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.03,0.05,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.03,0.05,0.0,-1.0,75,0.8333333333333334,2,0,2
0.03,0.05,1.0,-999.0,75,0.8333333333333334,2,0,2
0.03,0.05,1.0,-1.0,75,0.8333333333333334,2,0,2
0.03,0.08,-99.0,-1.0,75,0.8333333333333334,2,0,2
0.03,0.08,-1.0,-1.0,75,0.8333333333333334,2,0,2
0.03,0.08,0.0,-1.0,75,0.8333333333333334,2,0,2
0.03,0.08,1.0,-999.0,75,0.8333333333333334,2,0,2
0.03,0.08,1.0,-1.0,75,0.8333333333333334,2,0,2
0.03,0.1,-99.0,-1.0,75,0.8333333333333334,2,0,2
