precision,recall
0.4365,1.0
0.4367183591795898,1.0
0.4369369369369369,1.0
0.4371557336004006,1.0
0.437374749498998,1.0
0.43759398496240604,1.0
0.43781344032096287,1.0
0.43803311590566985,1.0
0.4382530120481928,1.0
0.4384731290808639,1.0
0.4386934673366834,1.0
0.43891402714932126,1.0
0.43913480885311873,1.0
0.4393558127830901,1.0
0.4395770392749245,1.0
0.4397984886649874,1.0
0.44002016129032256,1.0
0.4402420574886536,1.0
0.44046417759838546,1.0
0.44068652195860675,1.0
0.4409090909090909,1.0
0.44113188479029813,1.0
0.4413549039433772,1.0
0.44157814871016693,1.0
0.4418016194331984,1.0
0.4420253164556962,1.0
0.44224924012158057,1.0
0.4424733907754688,1.0
0.44269776876267747,1.0
0.4429223744292237,1.0
0.4431472081218274,1.0
0.44337227018791264,1.0
0.44359756097560976,1.0
0.443823080833757,1.0
0.4440488301119023,1.0
0.4442748091603053,1.0
0.4445010183299389,1.0
0.4447274579724911,1.0
0.44495412844036697,1.0
0.44518103008669047,1.0
0.44540816326530613,1.0
0.445635528330781,1.0
0.4458631256384065,1.0
0.4460909555442003,1.0
0.44631901840490795,1.0
0.4465473145780051,1.0
0.4467758444216991,1.0
0.4470046082949309,1.0
0.44723360655737704,1.0
0.44746283956945154,1.0
0.44769230769230767,1.0
0.4479220112878399,1.0
0.44815195071868585,1.0
0.44838212634822805,1.0
0.4486125385405961,1.0
0.4488431876606684,1.0
0.44907407407407407,1.0
0.44930519814719505,1.0
0.44953656024716787,1.0
0.44976816074188564,1.0
0.45,1.0
0.45023207839092316,1.0
0.4504643962848297,1.0
0.45069695405265875,1.0
0.4509297520661157,1.0
0.4511627906976744,1.0
0.4513960703205791,1.0
0.45162959130884633,1.0
0.4518633540372671,1.0
0.4520973588814086,1.0
0.4523316062176166,1.0
0.4525660964230171,1.0
0.4528008298755187,1.0
0.45303580695381424,1.0
0.4532710280373832,1.0
0.4535064935064935,1.0
0.45374220374220375,1.0
0.4539781591263651,1.0
0.4542143600416233,1.0
0.45445080687142114,1.0
0.4546875,1.0
0.45492443981240227,1.0
0.4551616266944734,1.0
0.45539906103286387,1.0
0.45563674321503134,1.0
0.45587467362924283,1.0
0.4561128526645768,1.0
0.45635128071092523,1.0
0.45658995815899583,1.0
0.45682888540031397,1.0
0.4570680628272251,1.0
0.4573074908328968,1.0
0.45754716981132076,1.0
0.45778710015731516,1.0
0.4580272822665268,1.0
0.4582677165354331,1.0
0.4585084033613445,1.0
0.45874934314240673,1.0
