dataset_name,case_id,budget,split,workup_id,pool_miss_label,current_candidate_pool_size,num_questions,branch_triggered,branch_count,resolver_margin,confidence,weak_confidence,low_resolver_margin,small_pool
ddxplus,test:106535,5,validate,ddxplus|test:106535|5,0,8,5.0,True,1,0.264867907927321,0.97755765914917,0,0,0
ddxplus,test:106535,10,validate,ddxplus|test:106535|10,0,8,10.0,False,0,0.7955549791824161,0.9400564432144164,0,0,0
ddxplus,test:106535,15,validate,ddxplus|test:106535|15,0,8,14.0,True,2,0.3315073601347973,0.9400564432144164,0,0,0
ddxplus,test:118052,5,train,ddxplus|test:118052|5,0,8,4.0,False,0,0.7339068857580866,0.9207578897476196,0,0,0
ddxplus,test:118052,10,train,ddxplus|test:118052|10,0,8,8.0,True,2,2.363192600043801,0.9207578897476196,0,0,0
ddxplus,test:118052,15,train,ddxplus|test:118052|15,0,8,9.0,True,2,2.455010923567684,0.9207578897476196,0,0,0
ddxplus,test:123251,5,test,ddxplus|test:123251|5,0,8,3.0,False,0,1.5532933519277916,1.0,0,0,0
ddxplus,test:123251,10,test,ddxplus|test:123251|10,0,8,4.0,False,0,1.384233069250056,0.9999998807907104,0,0,0
ddxplus,test:123251,15,test,ddxplus|test:123251|15,0,8,5.0,False,0,1.369380412481776,0.9987565279006958,0,0,0
ddxplus,test:13987,5,train,ddxplus|test:13987|5,0,8,5.0,True,1,0.2684484076021736,0.9988093376159668,0,0,0
ddxplus,test:13987,10,train,ddxplus|test:13987|10,0,8,5.0,False,0,0.9544772488621628,0.9435825943946838,0,0,0
ddxplus,test:13987,15,train,ddxplus|test:13987|15,0,8,9.0,True,2,0.2787171748979196,0.999992847442627,0,0,0
ddxplus,test:33259,5,train,ddxplus|test:33259|5,0,8,4.0,False,0,0.9818062706876124,0.9470725655555724,0,0,0
ddxplus,test:33259,10,train,ddxplus|test:33259|10,0,8,8.0,True,2,1.953056270687613,0.9470725655555724,0,0,0
ddxplus,test:33259,15,train,ddxplus|test:33259|15,0,8,9.0,True,2,2.009836892130809,0.9470725655555724,0,0,0
ddxplus,test:48081,5,validate,ddxplus|test:48081|5,0,8,5.0,True,1,0.273358123876771,0.9608610272407532,0,0,0
ddxplus,test:48081,10,validate,ddxplus|test:48081|10,0,8,10.0,True,2,0.2331842457639408,0.8430136442184448,0,1,0
ddxplus,test:48081,15,validate,ddxplus|test:48081|15,0,8,11.0,True,2,0.2331842457639408,0.8430136442184448,0,1,0
ddxplus,test:57286,5,train,ddxplus|test:57286|5,0,8,5.0,False,0,1.1299837624903164,0.9003933072090149,0,0,0
ddxplus,test:57286,10,train,ddxplus|test:57286|10,0,8,4.0,False,0,1.3310071516801365,0.9806503653526306,0,0,0
ddxplus,test:57286,15,train,ddxplus|test:57286|15,0,8,5.0,False,0,1.517855192055952,0.951705276966095,0,0,0
ddxplus,test:57986,5,train,ddxplus|test:57986|5,0,8,5.0,False,0,0.8581722908237008,0.8251627087593079,0,0,0
ddxplus,test:57986,10,train,ddxplus|test:57986|10,0,8,10.0,True,2,2.1934377380296155,0.9575021266937256,0,0,0
