policy_family,policy_name,uses_mlp_signal,final_head,policy_params,simplicity_rank,num_cases,mean_requests,median_requests,mean_revealed_root_count,forced_end_rate,rule_stop_rate,target_budget_gap,correct_count,accuracy,top3_accuracy,top5_accuracy,macro_f1
llm_confidence,llm_conf_ge_0.65_stab_0,False,llm_final,"{""deterministic_stability_min"": 0, ""llm_confidence_min"": 0.65, ""min_requests"": 1}",1,24,1.7083333333333333,1.0,2.7083333333333335,0.0,1.0,5.791666666666667,11,0.4583333333333333,0.7083333333333334,0.7916666666666666,0.3471264367816092
llm_confidence,llm_conf_ge_0.65_stab_0,False,mlp_final,"{""deterministic_stability_min"": 0, ""llm_confidence_min"": 0.65, ""min_requests"": 1}",1,24,1.7083333333333333,1.0,2.7083333333333335,0.0,1.0,5.791666666666667,11,0.4583333333333333,0.75,0.8333333333333334,0.37142857142857144
llm_confidence,llm_conf_ge_0.65_stab_0,False,conservative_hybrid_final,"{""deterministic_stability_min"": 0, ""llm_confidence_min"": 0.65, ""min_requests"": 1}",1,24,1.7083333333333333,1.0,2.7083333333333335,0.0,1.0,5.791666666666667,11,0.4583333333333333,0.7083333333333334,0.7916666666666666,0.3471264367816092
llm_confidence,llm_conf_ge_0.65_stab_0,False,agreement_hybrid_final,"{""deterministic_stability_min"": 0, ""llm_confidence_min"": 0.65, ""min_requests"": 1}",1,24,1.7083333333333333,1.0,2.7083333333333335,0.0,1.0,5.791666666666667,11,0.4583333333333333,0.7083333333333334,0.7916666666666666,0.3471264367816092
llm_confidence,llm_conf_ge_0.65_stab_1,False,llm_final,"{""deterministic_stability_min"": 1, ""llm_confidence_min"": 0.65, ""min_requests"": 1}",1,24,1.7083333333333333,1.0,2.7083333333333335,0.0,1.0,5.791666666666667,11,0.4583333333333333,0.7083333333333334,0.7916666666666666,0.3471264367816092
llm_confidence,llm_conf_ge_0.65_stab_1,False,mlp_final,"{""deterministic_stability_min"": 1, ""llm_confidence_min"": 0.65, ""min_requests"": 1}",1,24,1.7083333333333333,1.0,2.7083333333333335,0.0,1.0,5.791666666666667,11,0.4583333333333333,0.75,0.8333333333333334,0.37142857142857144
llm_confidence,llm_conf_ge_0.65_stab_1,False,conservative_hybrid_final,"{""deterministic_stability_min"": 1, ""llm_confidence_min"": 0.65, ""min_requests"": 1}",1,24,1.7083333333333333,1.0,2.7083333333333335,0.0,1.0,5.791666666666667,11,0.4583333333333333,0.7083333333333334,0.7916666666666666,0.3471264367816092
llm_confidence,llm_conf_ge_0.65_stab_1,False,agreement_hybrid_final,"{""deterministic_stability_min"": 1, ""llm_confidence_min"": 0.65, ""min_requests"": 1}",1,24,1.7083333333333333,1.0,2.7083333333333335,0.0,1.0,5.791666666666667,11,0.4583333333333333,0.7083333333333334,0.7916666666666666,0.3471264367816092
llm_confidence,llm_conf_ge_0.65_stab_2,False,llm_final,"{""deterministic_stability_min"": 2, ""llm_confidence_min"": 0.65, ""min_requests"": 1}",1,24,3.9583333333333335,4.0,4.958333333333333,0.0,1.0,3.5416666666666665,16,0.6666666666666666,0.7916666666666666,0.8333333333333334,0.5476190476190476
llm_confidence,llm_conf_ge_0.65_stab_2,False,mlp_final,"{""deterministic_stability_min"": 2, ""llm_confidence_min"": 0.65, ""min_requests"": 1}",1,24,3.9583333333333335,4.0,4.958333333333333,0.0,1.0,3.5416666666666665,18,0.75,0.8333333333333334,0.8333333333333334,0.6419753086419753
